subject,response
study2_242,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":0}"
study2_241,"{""Q0"":3,""Q1"":0,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":0,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":3,""Q13"":2,""Q14"":2,""Q15"":0,""Q16"":2,""Q17"":2,""Q18"":0,""Q19"":"""",""Q20"":1,""Q21"":0,""Q22"":0}"
study2_240,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_239,"{""Q0"":3,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":3,""Q21"":1,""Q22"":1}"
study2_238,"{""Q0"":2,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":2,""Q22"":2}"
study2_237,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":0,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":"""",""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_236,"{""Q0"":2,""Q1"":0,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_235,"{""Q0"":1,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_234,"{""Q0"":3,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":2}"
study2_233,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_232,"{""Q0"":0,""Q1"":2,""Q2"":3,""Q3"":0,""Q4"":2,""Q5"":0,""Q6"":2,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":0,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":"""",""Q19"":0,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_231,"{""Q0"":"""",""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":1,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_230,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_229,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_228,"{""Q0"":0,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":0,""Q5"":2,""Q6"":1,""Q7"":0,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":1,""Q17"":0,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_227,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_226,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":3,""Q8"":1,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":3,""Q17"":1,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_225,"{""Q0"":3,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":1,""Q5"":1,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_224,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_223,"{""Q0"":3,""Q1"":1,""Q2"":2,""Q3"":0,""Q4"":1,""Q5"":2,""Q6"":0,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":0,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":0,""Q21"":0,""Q22"":2}"
study2_222,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":1,""Q8"":0,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_221,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_220,"{""Q0"":2,""Q1"":1,""Q2"":3,""Q3"":3,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":0,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_219,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":1,""Q5"":0,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":0,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_218,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":"""",""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":"""",""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_217,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":0,""Q6"":0,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":0,""Q20"":0,""Q21"":0,""Q22"":1}"
study2_216,"{""Q0"":3,""Q1"":1,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":"""",""Q20"":3,""Q21"":3,""Q22"":3}"
study2_215,"{""Q0"":0,""Q1"":0,""Q2"":0,""Q3"":0,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":0,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":0}"
study2_214,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_213,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":3,""Q22"":3}"
study2_212,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_211,"{""Q0"":0,""Q1"":1,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":3,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":3,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":1,""Q20"":3,""Q21"":3,""Q22"":0}"
study2_210,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":0,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_209,"{""Q0"":1,""Q1"":0,""Q2"":2,""Q3"":0,""Q4"":3,""Q5"":1,""Q6"":2,""Q7"":0,""Q8"":2,""Q9"":2,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":0,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":0,""Q22"":2}"
study2_208,"{""Q0"":2,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":1,""Q8"":2,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":3,""Q15"":2,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_207,"{""Q0"":3,""Q1"":1,""Q2"":1,""Q3"":0,""Q4"":3,""Q5"":0,""Q6"":1,""Q7"":0,""Q8"":0,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":0,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_206,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":3,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":2,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":1,""Q22"":1}"
study2_205,"{""Q0"":1,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":2,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":"""",""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":2}"
study2_204,"{""Q0"":0,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":0,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":0,""Q14"":0,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":0,""Q19"":2,""Q20"":0,""Q21"":1,""Q22"":0}"
study2_203,"{""Q0"":2,""Q1"":0,""Q2"":1,""Q3"":1,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":3,""Q16"":1,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":0,""Q22"":1}"
study2_202,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":0,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":"""",""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":0,""Q15"":1,""Q16"":3,""Q17"":1,""Q18"":3,""Q19"":0,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_201,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":2,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":2}"
study2_200,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":0,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_199,"{""Q0"":2,""Q1"":3,""Q2"":3,""Q3"":2,""Q4"":0,""Q5"":3,""Q6"":2,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":2,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":1,""Q22"":3}"
study2_198,"{""Q0"":3,""Q1"":1,""Q2"":3,""Q3"":1,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":3,""Q17"":2,""Q18"":3,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":""""}"
study2_197,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":1,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":2,""Q16"":2,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":2,""Q22"":1}"
study2_196,"{""Q0"":3,""Q1"":3,""Q2"":1,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_195,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_194,"{""Q0"":2,""Q1"":2,""Q2"":2,""Q3"":2,""Q4"":2,""Q5"":2,""Q6"":3,""Q7"":"""",""Q8"":2,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":2,""Q13"":2,""Q14"":2,""Q15"":0,""Q16"":2,""Q17"":2,""Q18"":1,""Q19"":2,""Q20"":2,""Q21"":3,""Q22"":2}"
study2_193,"{""Q0"":2,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":1,""Q6"":2,""Q7"":2,""Q8"":2,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_192,"{""Q0"":0,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":2,""Q5"":2,""Q6"":0,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":1,""Q21"":0,""Q22"":1}"
study2_191,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_190,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":2,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":0,""Q17"":1,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":2,""Q22"":0}"
study2_189,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":"""",""Q18"":2,""Q19"":2,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_188,"{""Q0"":3,""Q1"":0,""Q2"":1,""Q3"":0,""Q4"":3,""Q5"":2,""Q6"":1,""Q7"":3,""Q8"":1,""Q9"":0,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":2,""Q16"":0,""Q17"":3,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":3,""Q22"":0}"
study2_187,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":1,""Q4"":1,""Q5"":3,""Q6"":2,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":1,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_186,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":2,""Q21"":2,""Q22"":3}"
study2_185,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":2,""Q4"":3,""Q5"":3,""Q6"":1,""Q7"":3,""Q8"":1,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":2,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_184,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":1,""Q14"":2,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":2,""Q20"":2,""Q21"":2,""Q22"":1}"
study2_183,"{""Q0"":1,""Q1"":1,""Q2"":3,""Q3"":2,""Q4"":0,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":2,""Q17"":0,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":2,""Q22"":1}"
study2_182,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":2,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":2,""Q20"":1,""Q21"":3,""Q22"":1}"
study2_181,"{""Q0"":2,""Q1"":3,""Q2"":1,""Q3"":2,""Q4"":1,""Q5"":3,""Q6"":0,""Q7"":2,""Q8"":"""",""Q9"":1,""Q10"":3,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":3,""Q15"":1,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":1,""Q20"":3,""Q21"":2,""Q22"":3}"
study2_180,"{""Q0"":1,""Q1"":1,""Q2"":2,""Q3"":2,""Q4"":1,""Q5"":2,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":1,""Q13"":2,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":2,""Q18"":1,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_179,"{""Q0"":2,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":2,""Q10"":2,""Q11"":0,""Q12"":2,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":2,""Q17"":2,""Q18"":3,""Q19"":"""",""Q20"":3,""Q21"":2,""Q22"":3}"
study2_178,"{""Q0"":0,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":0,""Q16"":0,""Q17"":0,""Q18"":1,""Q19"":1,""Q20"":0,""Q21"":0,""Q22"":0}"
study2_177,"{""Q0"":1,""Q1"":0,""Q2"":3,""Q3"":1,""Q4"":2,""Q5"":3,""Q6"":2,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":0,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":0,""Q15"":2,""Q16"":2,""Q17"":3,""Q18"":2,""Q19"":3,""Q20"":3,""Q21"":0,""Q22"":0}"
study2_176,"{""Q0"":2,""Q1"":0,""Q2"":0,""Q3"":1,""Q4"":0,""Q5"":1,""Q6"":1,""Q7"":0,""Q8"":1,""Q9"":0,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":0,""Q15"":0,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":0,""Q20"":0,""Q21"":1,""Q22"":1}"
study2_175,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":1,""Q5"":1,""Q6"":1,""Q7"":1,""Q8"":2,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":2,""Q19"":1,""Q20"":1,""Q21"":1,""Q22"":1}"
study2_174,"{""Q0"":3,""Q1"":2,""Q2"":3,""Q3"":3,""Q4"":3,""Q5"":2,""Q6"":3,""Q7"":2,""Q8"":3,""Q9"":1,""Q10"":1,""Q11"":0,""Q12"":0,""Q13"":2,""Q14"":3,""Q15"":2,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":2,""Q20"":1,""Q21"":1,""Q22"":2}"
study2_173,"{""Q0"":2,""Q1"":1,""Q2"":1,""Q3"":"""",""Q4"":2,""Q5"":2,""Q6"":2,""Q7"":2,""Q8"":1,""Q9"":1,""Q10"":1,""Q11"":1,""Q12"":0,""Q13"":1,""Q14"":1,""Q15"":1,""Q16"":1,""Q17"":1,""Q18"":1,""Q19"":1,""Q20"":2,""Q21"":1,""Q22"":2}"
study2_172,"{""Q0"":3,""Q1"":3,""Q2"":3,""Q3"":3,""Q4"":2,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":0,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
study2_171,"{""Q0"":3,""Q1"":3,""Q2"":2,""Q3"":3,""Q4"":3,""Q5"":3,""Q6"":3,""Q7"":3,""Q8"":3,""Q9"":3,""Q10"":3,""Q11"":0,""Q12"":1,""Q13"":3,""Q14"":3,""Q15"":3,""Q16"":3,""Q17"":3,""Q18"":3,""Q19"":3,""Q20"":3,""Q21"":3,""Q22"":3}"
